,Adjektiv,P(han),P(hun),Diff,Ratio han/hun,Ratio hun/han
0,a priori,0.5737337954342365,0.0363427959382534,0.5373909994959831,15.786726932320045,0.06334435277731369
1,aaben,0.5517079457640648,0.027069417759776115,0.5246385280042887,20.38122691297324,0.04906475965700922
2,aabenbar,0.5726078189909458,0.025634951889514923,0.5469728671014309,22.336996045822538,0.0447687772316645
3,aabenhjertet,0.5377192627638578,0.04949818179011345,0.4882210809737444,10.863414439018031,0.09205208966421355
4,abdominal,0.5635858476161957,0.033587295562028885,0.5299985520541668,16.779732877729543,0.05959570437067109
5,abiotisk,0.6769379079341888,0.014755228534340858,0.662182679399848,45.877832821003395,0.02179701913779564
6,abkhasisk,0.6787359677255154,0.02598249725997448,0.6527534704655409,26.12281494477802,0.038280713702330195
7,abnorm,0.4735933970659971,0.027242222800850868,0.44635117426514626,17.384535782124402,0.05752238728331459
8,abortiv,0.37287233024835587,0.0836189016699791,0.28925342857837677,4.459187131158226,0.22425611901608192
9,abrupt,0.5235300436615944,0.013828172348439693,0.5097018713131547,37.85967013353483,0.0264133310320164
10,absolutt,0.5735969915986061,0.027444155886769295,0.5461528357118368,20.900514993617808,0.047845710993502336
11,abstinent,0.5773052126169205,0.04455706849694252,0.532748144119978,12.956534890901425,0.0771811297094749
12,abstrakt,0.6388569101691246,0.01708855852484703,0.6217683516442776,37.38506727997079,0.026748647862826085
13,absurd,0.5236901603639126,0.027195598930120468,0.4964945614337921,19.256430487504353,0.051930704428783295
14,additiv,0.5456350147724152,0.06516402959823608,0.4804709851741791,8.373254664214087,0.11942787364080008
15,adekvat,0.4939235486090183,0.06811013072729111,0.4258134178817272,7.251836743445093,0.13789609934392083
16,adelgod,0.6390436626970768,0.020905381068587303,0.6181382816284895,30.568381442102105,0.03271354101276331
17,adelig,0.5922629497945309,0.013940466567873955,0.5783224832266569,42.48515979798058,0.023537630663390662
18,adjektivisk,0.5322817470878363,0.09892808645963669,0.4333536606281996,5.380491689839879,0.1858566201093342
19,administrativ,0.45781650207936764,0.03554185479879379,0.42227464728057384,12.881052625731419,0.07763340691601417
20,adresseløs,0.4644529651850462,0.102388396859169,0.3620645683258772,4.536187492259323,0.2204494416746283
21,adstadig,0.5125085413455963,0.07829936593770981,0.4342091754078865,6.545500531298258,0.1527767044274697
22,advarende,0.5241704564541578,0.05379278212785721,0.4703776743263006,9.744252587796721,0.10262459752453015
23,adverbial,0.6092236004769802,0.04092368483543396,0.5682999156415462,14.886821725043713,0.0671735054311644
24,afatisk,0.3656292986124754,0.028982896357774734,0.33664640225470066,12.615347137809241,0.07926852817255556
25,affektert,0.5214026719331741,0.04404711723327637,0.47735555469989777,11.837384707194163,0.0844781195116731
26,affektiv,0.5175489112734795,0.037727147340774536,0.4798217639327049,13.718209505708527,0.07289581046155275
27,affin,0.39991683699190617,0.03539285808801651,0.36452397890388966,11.299365425571889,0.0885005451489226
28,afghansk,0.35506558045744896,0.020541276782751083,0.3345243036746979,17.285467900203972,0.057852064275807066
29,aforistisk,0.45079344511032104,0.03671375662088394,0.4140796884894371,12.278597632090188,0.08144252543845024
30,afrikansk,0.2172448243945837,0.021868610754609108,0.1953762136399746,9.934093520266092,0.10066343727889672
31,aggressiv,0.47635672241449356,0.03607337549328804,0.4402833469212055,13.20521619894225,0.07572765072033437
32,agitatorisk,0.5062088593840599,0.030615447089076042,0.47559341229498386,16.53442649102065,0.06047987213484968
33,agnostisk,0.5422257110476494,0.0395081490278244,0.502717562019825,13.724401785205783,0.07286292077793509
34,agrarisk,0.6216243095695972,0.030799511820077896,0.5908247977495193,20.18292735290585,0.049546826509090335
35,agronomisk,0.5635738894343376,0.04843279346823692,0.5151410959661007,11.636204502718583,0.08593867525844606
36,akademisk,0.43956777825951576,0.030413998290896416,0.40915377996861935,14.45281130271807,0.06919069093581363
37,akrobatisk,0.5912141241133213,0.04663539677858353,0.5445787273347378,12.677368800362085,0.07888072168188705
38,akseptabel,0.506923945620656,0.048254333436489105,0.4586696121841669,10.505252264811698,0.095190479466123
39,aksial,0.723037913441658,0.017423011362552643,0.7056149020791054,41.49902094397336,0.024096954030555836
40,aktiv,0.37839207984507084,0.04877857491374016,0.3296135049313307,7.757341835308185,0.12891013716172944
41,aktivistisk,0.46765302307903767,0.045074645429849625,0.42257837764918804,10.375079351580332,0.09638480498442452
42,aktpågivende,0.5577332582324743,0.06970325112342834,0.488030007109046,8.001538654844918,0.12497596314110183
43,aktsom,0.5318113137036562,0.04777781665325165,0.48403349705040455,11.130925415936987,0.0898397898316904
44,aktuell,0.3505877126008272,0.04977979511022568,0.30080791749060154,7.042771305597642,0.1419895601615224
45,aktverdig,0.5663304515182972,0.05000096186995506,0.5163294896483421,11.326391140059206,0.08828937546251583
46,akustisk,0.5422100983560085,0.016916248947381973,0.5252938494086266,32.05261994207783,0.0311986976979447
47,akutt,0.4989975169301033,0.02372455783188343,0.47527295909821987,21.03295329953423,0.0475444406574204
