,Adjektiv,P(han),P(hun),Diff,Ratio han/hun,Ratio hun/han
1131,radial,0.7917987704277039,0.012616104446351528,0.7791826659813523,62.76095555444497,0.015933473146891503
394,flercella,0.7533432077616453,0.008641441352665424,0.7447017664089799,87.17795759029008,0.011470789493597639
396,flerdimensjonal,0.7329547051340342,0.00642242981120944,0.7265322753228247,114.12420636419657,0.008762382949755376
821,kvadratisk,0.7240349389612675,0.010364667512476444,0.713670271448791,69.85606996941408,0.014315148281857855
1097,polynomiell,0.7238052748143673,0.015628768131136894,0.7081765066832304,46.31236887905093,0.02159250377823672
1452,tredimensjonal,0.7213693801313639,0.013498443178832531,0.7078709369525313,53.440931711486044,0.018712248607467116
494,gammal,0.7212425507605076,0.013751919381320477,0.7074906313791871,52.446682587463876,0.01906698289891506
39,aksial,0.723037913441658,0.017423011362552643,0.7056149020791054,41.49902094397336,0.024096954030555836
507,geometrisk,0.7187047973275185,0.017106952145695686,0.7015978451818228,42.012439808475946,0.02380247385200065
307,elektrofysiologisk,0.7074927650392056,0.011348411440849304,0.6961443535983562,62.34288990373947,0.016040321543387706
835,lat,0.7039032448083162,0.010264771990478039,0.6936384728178382,68.5746595697675,0.014582646217625115
1435,todimensjonal,0.6999887861311436,0.009964190423488617,0.690024595707655,70.2504424725824,0.014234785786442323
123,asymmetrisk,0.711016945540905,0.02276226505637169,0.6882546804845333,31.236651703160568,0.03201367449696341
656,inkontinent,0.6974528040736914,0.012121428735554218,0.6853313753381371,57.53882807790993,0.01737956843065971
538,gram,0.7052971627563238,0.021024979650974274,0.6842721831053495,33.54567635567919,0.029810100991769176
1236,sinober,0.7163345078006387,0.03248346596956253,0.6838510418310761,22.05228064246144,0.04534678368252354
308,elektromekanisk,0.6990489214658737,0.016063349321484566,0.6829855721443892,43.51825434879281,0.022978862892457447
108,aritmetisk,0.6890727058053017,0.007590864319354296,0.6814818414859474,90.77658048087947,0.011016057166976373
837,latvisk,0.6870662942528725,0.00953481812030077,0.6775314761325717,72.0586680924753,0.013877580955516226
771,konfus,0.6992765590548515,0.02469448186457157,0.67458207719028,28.317118086939193,0.03531432813642267
915,metrisk,0.6857382394373417,0.01116226240992546,0.6745759770274162,61.43362467698167,0.016277730725771194
780,kontrafaktisk,0.6974891051650047,0.024625182151794434,0.6728639230132103,28.32422115156532,0.03530547211338715
1528,ufullendt,0.6828388720750809,0.014110889285802841,0.668727982789278,48.39091698934201,0.020665035139140836
775,konsentrisk,0.6792242415249348,0.01062767580151558,0.6685965657234192,63.91089210945565,0.01564678518784202
710,kinesisk,0.6993835447356105,0.030811114236712456,0.668572430498898,22.69906694585787,0.04405467424653242
1507,ublu,0.6811650097370148,0.01641022600233555,0.6647547837346792,41.508569695509955,0.02409141069749198
5,abiotisk,0.6769379079341888,0.014755228534340858,0.662182679399848,45.877832821003395,0.02179701913779564
539,grammatisk,0.6806132718920708,0.01984754018485546,0.6607657317072153,34.292071740527746,0.029161259417819305
1381,symmetrisk,0.6703995857387781,0.01127541158348322,0.6591241741552949,59.4567728880791,0.016818941752563515
1011,omansk,0.6756215142086148,0.01759735494852066,0.6580241592600942,38.393356057491566,0.026046173158255945
1180,rwandisk,0.6742399167269468,0.018586326390504837,0.655653590336442,36.27612593047944,0.027566339413321792
1409,tallrik,0.6677371114492416,0.012226706370711327,0.6555104050785303,54.612999707655035,0.018310658732408565
98,arameisk,0.6696368530392647,0.015142901800572872,0.6544939512386918,44.2211712033906,0.022613602778646588
1039,ortotropisk,0.6802911795675755,0.02677658386528492,0.6535145957022905,25.40619755642368,0.03936047485182059
496,gammeldags,0.6681631859391928,0.014811363071203232,0.6533518228679895,45.111525706790545,0.02216728395531681
6,abkhasisk,0.6787359677255154,0.02598249725997448,0.6527534704655409,26.12281494477802,0.038280713702330195
351,fabelaktig,0.674004253000021,0.02155088447034359,0.6524533685296774,31.275015831833986,0.03197440427774707
834,laotisk,0.6728633809834719,0.020962590351700783,0.6519007906317711,32.09829366001419,0.031154304044695377
708,keiserlig,0.6777548752725124,0.026821469888091087,0.6509334053844213,25.269117542787622,0.039573997719022945
277,dystopisk,0.6678260788321495,0.01724000833928585,0.6505860704928637,38.73699279543467,0.025815116967929805
120,astrologisk,0.6607262492179871,0.012137958779931068,0.648588290438056,54.43470860277047,0.018370632004248568
1371,svaksynt,0.6732173077762127,0.025197356939315796,0.6480199508368969,26.717774780805765,0.03742826669526412
1629,vel og bra,0.6653118543326855,0.017299650236964226,0.6480122040957212,38.458110147863636,0.026002317746639206
894,mange,0.6702577583491802,0.02330431528389454,0.6469534430652857,28.761100688179884,0.034769183934986736
304,elastisk,0.676269793882966,0.029319345951080322,0.6469504479318857,23.06565074853069,0.04335451060550292
600,homofon,0.6695371307432652,0.02397639863193035,0.6455607321113348,27.924841466875478,0.035810409208095334
1648,vettug,0.67826172336936,0.033211857080459595,0.6450498662889004,20.42227634926261,0.048966137902453126
1372,svart,0.6518165618181229,0.00870207604020834,0.6431144857779145,74.90356999943171,0.013350498514391063
1356,støkiometrisk,0.6740723885595798,0.03274349495768547,0.6413288936018944,20.58645203973143,0.04857563596048608
1163,rikelig,0.6684475056827068,0.02738746628165245,0.6410600394010544,24.40705901043926,0.040971753277291016
369,felles,0.09337874501943588,0.04182349517941475,0.05155524984002113,2.2326863075134926,0.4478909538858077
1439,topp,0.08589170128107071,0.023864755406975746,0.06202694587409496,3.599102518183123,0.2778470451863688
971,neste,0.18831369280815125,0.10782979428768158,0.08048389852046967,1.7463975893874455,0.5726072951983134
596,hjemmeværende,0.1492685079574585,0.050737448036670685,0.09853105992078781,2.941979026015934,0.3399072499011704
419,forhenværende,0.15576142072677612,0.03314593806862831,0.12261548265814781,4.699261200701992,0.2127994076708519
996,nær,0.1717825084924698,0.029518404975533485,0.1422641035169363,5.819505106554802,0.1718359176064043
473,full,0.19076675176620483,0.04388308897614479,0.14688366279006004,4.347158694090728,0.23003531050277531
1614,vanna,0.17348569631576538,0.014397695660591125,0.15908800065517426,12.049546011076233,0.08299067857666803
1154,relevant,0.2217222861945629,0.05976124852895737,0.16196103766560555,3.7101347721530145,0.269531987761106
