,Adjektiv,P(han),P(hun),Diff,Ratio han/hun,Ratio hun/han
0,a posteriori,0.07831548899412155,0.059637777507305145,0.018677711486816406,1.3131859077835109,0.7615068011869481
1,a priori,0.1479627937078476,0.09180746227502823,0.056155331432819366,1.6116641288329534,0.6204766750775332
2,aaben,0.1736278235912323,0.34089410305023193,-0.16726627945899963,0.5093306749446693,1.9633610328076825
3,aabenbar,0.284024715423584,0.09111159294843674,0.19291312247514725,3.1173279517165677,0.32078755122615393
4,aabenhjertet,0.3381853997707367,0.2770780324935913,0.061107367277145386,1.2205420860224954,0.8193080856874028
5,abdominal,0.2092115432024002,0.2162076085805893,-0.006996065378189087,0.9676419094401048,1.0334401499606587
6,abiotisk,0.1824258416891098,0.13796211779117584,0.04446372389793396,1.3222893690660487,0.7562641154003331
7,abkhasisk,0.6006288528442383,0.05485740676522255,0.5457714460790157,10.94891079001958,0.09133328594763458
8,abnorm,0.18340086936950684,0.1947123110294342,-0.011311441659927368,0.9419069004927098,1.0616760525662376
9,abortiv,0.11765021830797195,0.5573530197143555,-0.4397028014063835,0.21108743318241627,4.7373734424816565
10,abrupt,0.23949214816093445,0.261121928691864,-0.021629780530929565,0.9171659743810574,1.0903151969575
11,absolutt,0.2017224282026291,0.0653008371591568,0.1364215910434723,3.0891246878041376,0.3237162954114476
12,abstinent,0.19271165132522583,0.4139002859592438,-0.22118863463401794,0.46559922247601904,2.147769909670555
13,abstrakt,0.321062833070755,0.18010354042053223,0.14095929265022278,1.7826569778755614,0.56096041605925
14,absurd,0.20733703672885895,0.116517573595047,0.09081946313381195,1.7794486302079378,0.5619718282528589
15,additiv,0.25248411297798157,0.1839115172624588,0.06857259571552277,1.3728564514948964,0.7284082752505588
16,adekvat,0.1272144615650177,0.17243660986423492,-0.045222148299217224,0.7377462457953556,1.3554796187704239
17,adelgod,0.5308444499969482,0.010831580497324467,0.5200128694996238,49.00895581471913,0.020404433911641606
18,adelig,0.4416797459125519,0.020923759788274765,0.4207559861242771,21.109004805152654,0.04737314758466977
19,adjektivisk,0.18683956563472748,0.13307665288448334,0.05376291275024414,1.4039995865909916,0.7122509219736093
20,administrativ,0.203382208943367,0.28356993198394775,-0.08018772304058075,0.7172206429660533,1.3942710793494701
21,adresseløs,0.3587137460708618,0.27013248205184937,0.08858126401901245,1.3279178547732373,0.7530586296475136
22,adstadig,0.3055851459503174,0.2811983823776245,0.02438676357269287,1.0867244091750983,0.9201965020359408
23,advarende,0.17654487490653992,0.17339655756950378,0.003148317337036133,1.018156746484279,0.9821670420129568
24,adverbial,0.1355854719877243,0.09594976156949997,0.039635710418224335,1.413088159573119,0.7076699307296516
25,afatisk,0.32362082600593567,0.115010105073452,0.20861072093248367,2.813846885882358,0.3553853640783382
