,Adjektiv,P(han),P(hun),Diff,Ratio han/hun,Ratio hun/han
779,kvinnelig,0.13122399151325226,0.6260155439376831,-0.49479155242443085,0.2096177847084177,4.770587578678112
1460,ufødt,0.11492595821619034,0.42075589299201965,-0.3058299347758293,0.273141648472099,3.6611040666767756
592,hårsår,0.04901564493775368,0.17859312891960144,-0.12957748398184776,0.2744542594346919,3.6435943900442767
416,forplantningsmessig,0.0877477303147316,0.306264728307724,-0.2185169979929924,0.286509422092399,3.4902866115080187
879,mindreårig,0.012926971539855003,0.043886758387088776,-0.030959786847233772,0.2945528905515619,3.3949760198498153
915,naturlig,0.03869733214378357,0.11696017533540726,-0.07826284319162369,0.3308590469603097,3.0224351100181983
468,følsom,0.2861880958080292,0.6198416352272034,-0.3336535394191742,0.46171163655879094,2.1658540110731375
1458,ufruktbar,0.19249489903450012,0.4019685685634613,-0.20947366952896118,0.4788804749645736,2.088203742434848
1332,søt,0.21461986005306244,0.4295179843902588,-0.21489812433719635,0.4996760737684489,2.0012965448960087
1535,vakker,0.28697091341018677,0.551322340965271,-0.26435142755508423,0.5205138484098972,1.9211784721095724
1169,selvstendig,0.0952240377664566,0.17688098549842834,-0.08165694773197174,0.5383509001723801,1.8575245247659098
1133,rød,0.024640178307890892,0.044897351413965225,-0.020257173106074333,0.5488114004922485,1.8221195826162944
1488,ung,0.25007498264312744,0.44678664207458496,-0.19671165943145752,0.559719022668052,1.7866107091254997
1222,skånsom,0.300817608833313,0.5315535068511963,-0.2307358980178833,0.565921595768014,1.7670292271545085
1534,uønsket,0.24179315567016602,0.4245670735836029,-0.1827739179134369,0.5695051988588883,1.7559102217217504
44,aktsom,0.32524582743644714,0.562736988067627,-0.2374911606311798,0.5779712980184638,1.7301897229645027
832,lysegrønn,0.07179134339094162,0.12178576737642288,-0.04999442398548126,0.589488779662114,1.6963851297953199
1529,uutholdelig,0.14209288358688354,0.23662066459655762,-0.09452778100967407,0.6005091898002839,1.6652534498807219
1536,valgfri,0.2895870506763458,0.4780934751033783,-0.18850642442703247,0.6057122001376997,1.6509490807229321
1457,ufrivillig,0.23268459737300873,0.3778529763221741,-0.14516837894916534,0.615807237084224,1.6238847804629324
699,kjærkommen,0.30780866742134094,0.4943089783191681,-0.18650031089782715,0.6227049900408513,1.605896878928812
1119,romantisk,0.2849283218383789,0.45510751008987427,-0.17017918825149536,0.6260681608662346,1.5972701736123895
700,kjærlig,0.33840212225914,0.5270597338676453,-0.18865761160850525,0.642056489073626,1.5574953559659885
197,blind,0.0304789450019598,0.047313034534454346,-0.016834089532494545,0.6441976360608278,1.5523186426371423
489,giftig,0.09450578689575195,0.14609506726264954,-0.05158928036689758,0.6468786980045641,1.545884882412598
487,gift,0.2897643446922302,0.43229639530181885,-0.14253205060958862,0.6702909111465614,1.4918895413477367
890,morsk,0.21811434626579285,0.32170963287353516,-0.10359528660774231,0.6779851268909133,1.4749586094694647
1177,sikker,0.23262348771095276,0.33603915572166443,-0.10341566801071167,0.6922511372562514,1.4445624516609914
970,omsorgsfull,0.30351153016090393,0.4336843490600586,-0.13017281889915466,0.6998443241466209,1.4288892050662612
1019,passiv,0.07439104467630386,0.1060161292552948,-0.031625084578990936,0.7016955363194278,1.4251195115836923
348,fargeløs,0.07716477662324905,0.10862527042627335,-0.03146049380302429,0.7103759219234598,1.4077053699854232
1380,toårig,0.08127433061599731,0.11392828822135925,-0.03265395760536194,0.7133814778124615,1.4017745499454735
944,nyfødt,0.09559214860200882,0.13252456486225128,-0.03693241626024246,0.7213164495304643,1.3863540761491613
1508,usikker,0.13660138845443726,0.1854625940322876,-0.04886120557785034,0.7365441487929152,1.357691866317653
1039,pinlig,0.29503583908081055,0.39929693937301636,-0.10426110029220581,0.738888305891053,1.3533845264935715
690,kjempemorsom,0.33639949560165405,0.443843275308609,-0.10744377970695496,0.7579240563411755,1.3193934031167038
1600,ytre,0.3383190333843231,0.43687722086906433,-0.09855818748474121,0.7744030066647034,1.2913173004156147
1234,smålig,0.34614095091819763,0.44553935527801514,-0.0993984043598175,0.7769032001723097,1.2871616435332092
530,gulaktig,0.08710533380508423,0.11156177520751953,-0.024456441402435303,0.7807811738658414,1.2807685859646842
1212,skjønn,0.3754202127456665,0.47679802775382996,-0.10137781500816345,0.7873778641959805,1.270038243989924
444,fremoverlent,0.3667280673980713,0.4648228585720062,-0.09809479117393494,0.78896306546693,1.2674864562996653
320,ensom,0.3405011296272278,0.4308280050754547,-0.09032687544822693,0.7903412164852023,1.2652762871803525
1413,tynn,0.2750263214111328,0.34706130623817444,-0.07203498482704163,0.7924430539150715,1.261920329870382
1306,svak,0.4114454388618469,0.49867773056030273,-0.08723229169845581,0.8250728148609251,1.2120142392142212
546,handlekraftig,0.35863813757896423,0.429937481880188,-0.07129934430122375,0.8341634602560821,1.1988058068295238
943,nydelig,0.35922735929489136,0.42646411061286926,-0.0672367513179779,0.8423390160045301,1.1871704634356175
578,hovmodig,0.3198501169681549,0.37866175174713135,-0.05881163477897644,0.8446855683004113,1.1838724817000204
526,grønn,0.10573244839906693,0.12407650053501129,-0.018344052135944366,0.8521553069530025,1.1734950094668029
764,kroppslig,0.2219211310148239,0.2576064169406891,-0.03568528592586517,0.8614736140905943,1.1608016585112009
565,het,0.36951643228530884,0.4204857051372528,-0.05096927285194397,0.8787847666894958,1.1379350643128907
