,Adjektiv,P(han),P(hun),Diff,Ratio han/hun,Ratio hun/han
669,kanon,0.904178261756897,0.014291142113506794,0.8898871196433902,63.26843960933977,0.01580566876905209
370,fiolett,0.7889659404754639,0.015595178119838238,0.7733707623556256,50.59037700068587,0.019766605020287608
143,barokk,0.9247322678565979,0.020977942273020744,0.9037543255835772,44.0811713475766,0.02268542258360328
1059,presis,0.6403414607048035,0.01575566455721855,0.6245857961475849,40.641983610359816,0.02460509825472927
741,kontrær,0.9112903475761414,0.02315344288945198,0.8881369046866894,39.35874037944042,0.025407317164102227
926,nesegrus,0.8415763974189758,0.02173655293881893,0.8198398444801569,38.71710476761102,0.025828377560828224
63,alliert,0.7928837537765503,0.020644264295697212,0.7722394894808531,38.40697553662919,0.026036936937309425
878,militær,0.8839545249938965,0.023132622241973877,0.8608219027519226,38.2124653118647,0.026169470926271466
758,kristen,0.9306473135948181,0.02556663751602173,0.9050806760787964,36.40084907573839,0.027471886656251436
1055,predikativ,0.8902140259742737,0.02715759351849556,0.8630564324557781,32.7795622011942,0.03050681378421731
861,matematisk,0.8777709007263184,0.02710139751434326,0.8506695032119751,32.38839990674883,0.030875251722195393
513,godtroende,0.8914929628372192,0.02792087383568287,0.8635720890015364,31.929264394937793,0.03131923077308804
473,gal,0.6740832924842834,0.02125745825469494,0.6528258342295885,31.710437080849253,0.031535358451553024
614,imperativ,0.8524389863014221,0.026942843571305275,0.8254961427301168,31.638790614116488,0.03160677069476301
15,additiv,0.8472170829772949,0.027311593294143677,0.8199054896831512,31.020419565158086,0.032236830256261034
863,meddelsom,0.8930109143257141,0.02896544151008129,0.8640454728156328,30.830219315486893,0.0324357082824147
1089,rasjonal,0.9157195091247559,0.030467620119452477,0.8852518890053034,30.055498445055836,0.033271782260676536
860,masse,0.7628781795501709,0.026942219585180283,0.7359359599649906,28.31534265906571,0.03531654241450016
597,høyre,0.8759336471557617,0.031007489189505577,0.8449261579662561,28.249099493428822,0.035399358490440215
365,fille,0.8528867959976196,0.030302846804261208,0.8225839491933584,28.14543470145802,0.03552974081257295
186,binær,0.721745491027832,0.026270754635334015,0.695474736392498,27.473344448852963,0.03639891757123698
1220,skyet,0.7870630621910095,0.030034901574254036,0.7570281606167555,26.204948940657797,0.038160730717870954
652,ivoriansk,0.8964495062828064,0.03436307609081268,0.8620864301919937,26.087580282793173,0.03833241677303354
1350,tellbar,0.661984920501709,0.025589240714907646,0.6363956797868013,25.869658575529883,0.038655322685468306
612,illojal,0.7805909514427185,0.030633270740509033,0.7499576807022095,25.48180238587698,0.0392436918259063
474,gammal,0.8429819941520691,0.033081911504268646,0.8099000826478004,25.48165918536167,0.03924391236558353
1395,troskyldig,0.7995660305023193,0.031501539051532745,0.7680644914507866,25.38180846320953,0.03939829588776079
665,kafkask,0.9005323052406311,0.03573967516422272,0.8647926300764084,25.19699188934182,0.03968727713179898
97,aprikos,0.8475891947746277,0.03571176528930664,0.811877429485321,23.734172419318227,0.04213334184705166
1375,topp,0.7671158909797668,0.03282046690583229,0.7342954240739346,23.37309500138306,0.04278423546136388
1105,retorisk,0.8859924077987671,0.038841091096401215,0.8471513167023659,22.810698226777102,0.04383907892946988
1352,tentativ,0.8965213894844055,0.039463646709918976,0.8570577427744865,22.717651920877085,0.044018633769144916
116,aserbajdsjansk,0.8703563809394836,0.038327906280756,0.8320284746587276,22.70816398276573,0.04403702565997612
1533,uvitende,0.8906474113464355,0.039435435086488724,0.8512119762599468,22.58495207148322,0.04427726907876175
238,demonstrativ,0.905305802822113,0.040961187332868576,0.8643446154892445,22.101551780352484,0.04524569179296114
676,keivhendt,0.8700019717216492,0.03942304849624634,0.8305789232254028,22.068358610179178,0.04531374614960006
1164,sekulær,0.8621604442596436,0.03969385102391243,0.8224665932357311,21.720251928699476,0.04603998163937854
725,komparativ,0.8289018869400024,0.03841347619891167,0.7904884107410908,21.578413852675144,0.04634260918468884
939,normativ,0.8839623928070068,0.041214194148778915,0.8427481986582279,21.448008654882234,0.04662437506860894
291,ekstrem,0.8053374290466309,0.037821270525455475,0.7675161585211754,21.293241021731443,0.04696325932625384
1303,superlineær,0.7723516821861267,0.0362946093082428,0.7360570728778839,21.280066018253553,0.046992335415793486
1084,ram,0.8116094470024109,0.038254719227552414,0.7733547277748585,21.215930044465228,0.04713439372698526
618,indolent,0.8663303256034851,0.04133468121290207,0.824995644390583,20.958921181496173,0.04771237943691785
1281,stridlynt,0.8208502531051636,0.03982330486178398,0.7810269482433796,20.61230869597877,0.04851470132480059
1565,venstre,0.8696511387825012,0.04320354387164116,0.8264475949108601,20.129162120733824,0.0496791666738061
1264,stein,0.6427706480026245,0.03195750713348389,0.6108131408691406,20.113291231316143,0.04971836724777358
1142,salongfähig,0.9002885818481445,0.04593383148312569,0.8543547503650188,19.59968399716178,0.05102123075784331
299,elektromekanisk,0.9045825004577637,0.046280067414045334,0.8583024330437183,19.545833681807384,0.051161798277797016
828,lutheransk,0.8823994398117065,0.04517895355820656,0.8372204862535,19.531205800835167,0.05120011586572086
536,gæren,0.8382661938667297,0.04309503361582756,0.7951711602509022,19.451573035990364,0.05140972394107897
